,gaussian_col_0,gaussian_col_1,gaussian_col_2,gaussian_col_3,gaussian_col_4,gaussian_col_5,gaussian_col_6,gaussian_col_7,gaussian_col_8,gaussian_col_9,gaussian_col_10,gaussian_col_11,gaussian_col_12,gaussian_col_13,gaussian_col_14
0,9.596235257188525,-5.808950582476582,-8.527547828759921,6.350139428991894,-10.585754470322309,7.416369660696345,1.1823886979501257,2.5362448137162965,3.7152633979105665,6.873932183396116,-10.356936231530632,-6.097815658702315,-4.018416534167206,4.065157449673372,-3.6268427934934078
1,-1.160761986631181,-7.97120600587739,-2.7068886613058543,1.3687035626804114,1.9022362949393734,1.7544311603371296,10.818594429555198,3.967042300050913,-9.389736871804217,9.918212279206685,-0.8273036372965077,-8.022813082333249,8.50198929215136,4.630904237837136,-3.0522193930971713
2,-2.5015879689567155,-11.8404433444876,-3.3491042640201476,0.3125884238347352,-0.3610614923923128,0.4666723415344254,11.248639942035922,2.676615736198711,-6.713916075916216,6.000573740234026,-0.8182632946370951,-9.60298103393833,6.81700015999896,6.046633814307585,-5.587305873504143
3,-1.2610810597876625,-0.34073251216414224,4.404029990541962,0.8799645571851482,-3.7116301114371373,2.4022908074381615,4.618477572913326,-2.24187348169846,-9.07193766222157,-8.827805206759543,9.070253368990127,-8.610818559274366,9.659778843457161,-1.8448414835328355,9.706045190302167
4,-0.566324686670215,2.196147927861303,-12.53671889572633,-5.343452064501144,4.729176983446353,-7.82510473250411,-8.448938738538155,-0.32974148545891246,-7.302745322388976,-9.951203527216808,3.344666016867657,-12.161834448536188,1.2130315592218341,11.941579079428054,3.4137182566116486
5,-9.735484208422175,-0.21735450528225295,4.7222629101042655,7.315456004098609,4.165353714533521,2.7329580778107125,3.4418637366149323,9.345952465958632,4.847947590930062,-11.383357522967962,2.6827640403431237,-2.8345679738819567,-5.209713902975537,6.229121981963237,-15.063093579528797
6,-4.56238312782651,-9.541304966206573,-0.499591106759842,-1.5237771692828441,-2.9029054307395787,0.4410953696124216,9.181888634420005,4.461269866385517,-8.332770692418636,10.141362653641966,-6.630766877914566,-9.489632519691384,6.896574645429105,4.398933342682528,-6.429198599034889
7,-1.5243691462979312,-3.212197441808379,4.690338006231263,1.6193318867041544,-2.5433895015453265,0.9376621809518766,6.501069969549999,-7.256009015057273,-12.230630561980984,-8.179240993675672,7.054607982546894,-9.045467554543213,8.785123674339282,-3.1627528631745756,10.725194057867638
8,-11.125013974381718,-1.8432596247424133,-0.3399637844035648,8.798071997353498,8.704288344331566,-4.112922979000228,-1.7000297712270462,4.019534865863519,4.883641607074952,-4.653558971462099,3.4722610412240598,0.9987496984094144,-2.5516553656790695,4.416008367046646,-5.784788136912015
9,8.125697116521394,-6.333658866020259,-10.93260777257621,6.140323225854051,-9.266299864998139,6.39193905823984,3.7721743008818294,3.777476619640814,0.904144198265457,5.334374775784607,-13.697160517125099,-6.63786001704148,-3.2765140251790674,7.508971787260943,-5.219316883374692
10,-1.3565764399373725,-4.3129445920930705,5.584434125120048,1.1877923639666204,-2.8249569206352927,2.288805228432072,7.248334504475729,-5.1402027728643205,-9.411970458159976,-9.75499631145411,9.25582673334394,-10.658785218400425,10.99058362005515,-4.340220721363778,10.644937138210226
11,-2.919535202709698,-2.716402187877083,5.333257751986243,4.784858307632544,-3.8893325426895067,3.314505492806115,5.244026348168259,-7.198875589338556,-9.32185464999751,-10.630837435885532,7.17277747851386,-7.628229269121036,10.502766340306087,-5.224355955998671,10.48250093323401
12,-2.257800197874896,-9.797066989867604,-0.7611418513707658,-0.5824694566287039,1.9468151353039058,-1.369046440451211,9.821160827737327,5.24016462551481,-9.761072970833604,11.52741667878278,-7.85299562184135,-6.155683823792467,7.41685242761014,3.6496000852771067,-3.0690119812112258
13,-9.123095571768522,-3.644980344267176,1.7350052181791324,5.884876235528937,-0.1740326043679934,-4.22094626611889,-0.03783857745577279,8.082729554107821,6.443498173963054,-12.567126721971933,6.173437523096382,2.467056850317837,-0.6762604070750196,11.032362968609952,-5.93327756354948
14,-13.857547651107458,0.5026331969664191,-3.3532094002001616,5.630572991026141,7.010568506246608,-1.178535176628483,-0.19634226959398005,12.088858087792113,13.165639663919599,-11.355525647277565,1.7924432517603226,-1.8286409343338743,-4.743444150109372,3.4238351570410064,-5.823126531967251
15,-1.616044993428742,-9.696903516758802,0.1095005010936887,3.11333447541442,-0.7132219142622169,-3.4713781341574173,10.47554413532439,4.077221246883078,-5.813218121361161,7.85190530095008,-6.750452982061624,-8.715242905583098,5.0372877709777155,6.733386201616751,-2.4098446570561984
16,-5.695352117869621,-0.44691063267148334,-9.216560203058535,-8.436419383393341,0.4462696982913851,-5.91858676772296,-6.5271443241585345,5.387747177164615,-3.040801405305608,-3.8724147671252784,-0.07338125100380166,-10.191436138212039,11.567443171951796,9.447561907180814,1.325676608110486
17,-3.7107981240347594,-10.076327207901889,-0.8731155036106575,1.257772683371247,0.0362908261830977,2.1529969682625856,12.542939746720952,6.077877624781883,-11.420693539496664,7.430794275474032,-7.52041918610734,-7.482535425645927,4.3269039707227845,5.525418345164988,-2.235178187673104
18,10.00628296190347,-6.596877173442168,-8.996394734484717,5.989361023415782,-6.827435447558365,5.718374529059095,4.6743169305679295,3.164727909794415,2.3122255337063695,8.087478579694109,-10.000924199544079,-5.275416778807604,-8.616110935288383,5.130337664675449,-4.031297470119892
19,-0.02799221336652491,-4.677180098082911,-3.384085656469105,-7.702272592468574,3.8035076900315734,-8.875545267880153,-3.8674680559276258,4.765597011130185,-4.297463215026827,-5.788091920107562,5.099185067969252,-9.598332124569286,6.667933880897131,4.631834011647957,0.08910981000445206
20,-0.851998565455657,-8.2145344503362,-1.0669195705100976,-1.4218596093292746,3.9295657753561493,-0.338465627275995,12.35673412635435,6.862544704211476,-9.439114618630212,6.012549019453397,-4.749710816492742,-6.226133102538162,5.921608212778385,3.7125802839306563,-2.833301056364869
21,0.576716234811204,0.0580132946822316,-9.267032352479486,-8.335414689821762,0.5525392329688797,-3.530383340600136,-9.407031228540184,2.8771544799138775,-6.0501014719404935,-5.625734210127292,2.7400879055122327,-6.192752291345155,7.614635928738749,8.598962489097383,-2.3185119158420395
22,0.1268692998179477,-3.6853498628711243,2.970416601929464,2.2634937235800443,-3.628923232571921,3.040368959720185,5.994259292197133,-5.8631144298366245,-10.293232436639611,-10.411326567792027,9.228567073122585,-8.262127339520942,10.469708470028506,-2.082673634405415,8.280300626530089
23,-2.182456544406551,-7.465776792254838,1.6987964073530737,0.9564808506460696,-1.9727879928492733,-3.213920256626337,7.362305329651117,3.317372165855616,-10.656029074781463,5.742460257832207,-10.093965964163752,-7.039544398986308,7.526888739725573,2.6347576867418896,-5.168523392793801
24,-0.061265832689296196,-0.3462043800457164,2.5709135852154517,2.356543415195164,-2.4033186617703564,4.082896625698989,6.715203108494243,-5.507202554773367,-8.687302732028105,-7.383893766928969,8.149898785026755,-9.349508954857763,8.491622304978483,-2.374383786347213,9.192040056255557
